Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Female,26,1,6.0,1,< 1 Year,No,16707.0,152.0,219,0
Female,44,1,28.0,1,1-2 Year,No,54057.0,26.0,64,0
Male,33,1,28.0,0,1-2 Year,Yes,34181.0,124.0,189,0
Male,24,1,18.0,1,< 1 Year,No,23691.0,152.0,264,0
Female,22,1,28.0,1,< 1 Year,No,51008.0,152.0,223,0
Female,56,1,41.0,1,1-2 Year,No,30624.0,152.0,149,0
Male,67,1,42.0,0,1-2 Year,Yes,23938.0,26.0,271,0
Male,33,1,28.0,1,1-2 Year,No,41688.0,26.0,123,0
Female,23,1,46.0,1,< 1 Year,No,27747.0,152.0,169,0
Female,35,1,29.0,1,1-2 Year,No,30194.0,26.0,31,0
Female,21,1,44.0,0,< 1 Year,Yes,33995.0,152.0,259,0
Male,22,1,46.0,1,< 1 Year,No,28899.0,160.0,273,0
Female,26,1,28.0,0,< 1 Year,Yes,62662.0,26.0,200,0
Male,23,1,30.0,1,< 1 Year,No,31132.0,152.0,201,0
Female,24,1,18.0,1,< 1 Year,No,31330.0,152.0,28,0
Male,66,1,46.0,1,1-2 Year,No,27957.0,26.0,49,0
Female,23,1,2.0,1,< 1 Year,No,30997.0,152.0,16,0
Female,67,1,28.0,0,1-2 Year,Yes,29650.0,59.0,194,0
Male,60,1,41.0,1,1-2 Year,No,55024.0,124.0,240,0
Female,48,1,21.0,1,1-2 Year,No,35540.0,124.0,262,0
Male,23,1,46.0,1,< 1 Year,No,36311.0,152.0,237,0
Male,63,1,28.0,0,> 2 Years,Yes,2630.0,26.0,244,0
Female,24,1,8.0,0,< 1 Year,Yes,25863.0,152.0,275,0
Female,23,1,21.0,1,< 1 Year,No,31156.0,152.0,120,0
Male,51,1,8.0,0,1-2 Year,Yes,33559.0,26.0,227,0
Female,26,1,27.0,0,< 1 Year,No,2630.0,152.0,74,0
Female,29,1,28.0,0,< 1 Year,Yes,34588.0,152.0,189,0
Female,35,1,8.0,1,1-2 Year,No,44730.0,152.0,72,0
Female,57,1,28.0,0,> 2 Years,Yes,53709.0,124.0,35,0
Male,25,1,28.0,0,< 1 Year,Yes,42807.0,152.0,253,0
Male,53,1,8.0,1,1-2 Year,No,33258.0,152.0,183,0
Male,43,1,36.0,0,1-2 Year,Yes,36859.0,124.0,105,0
Male,24,1,41.0,1,< 1 Year,No,33669.0,152.0,62,0
Female,22,1,41.0,1,< 1 Year,No,33904.0,152.0,41,0
Female,22,1,10.0,1,< 1 Year,No,22065.0,152.0,155,0
Male,69,1,28.0,0,1-2 Year,Yes,41162.0,124.0,119,0
Female,40,1,41.0,1,1-2 Year,No,23607.0,152.0,183,0
Female,47,1,34.0,1,1-2 Year,No,33066.0,124.0,78,0
Male,45,1,28.0,1,1-2 Year,No,2630.0,26.0,226,0
Male,46,1,7.0,0,1-2 Year,Yes,37179.0,26.0,236,0
Female,22,1,10.0,1,< 1 Year,No,23257.0,152.0,244,0
Male,48,1,17.0,0,1-2 Year,Yes,35675.0,26.0,270,0
Male,58,1,28.0,1,1-2 Year,No,40691.0,124.0,67,0
Female,20,1,47.0,1,< 1 Year,Yes,27440.0,160.0,298,0
Female,41,1,28.0,1,1-2 Year,No,29363.0,26.0,112,0
Female,72,1,8.0,0,1-2 Year,Yes,2630.0,124.0,134,0
Female,23,1,47.0,1,< 1 Year,No,34757.0,152.0,142,0
Male,24,1,11.0,1,< 1 Year,No,39405.0,152.0,115,0
Male,63,1,28.0,0,> 2 Years,Yes,38252.0,26.0,231,0
Female,25,1,28.0,1,< 1 Year,No,59144.0,152.0,185,0
Female,25,1,8.0,0,< 1 Year,No,50931.0,152.0,298,0
Female,21,1,6.0,1,< 1 Year,No,24094.0,152.0,259,0
Female,20,1,27.0,0,< 1 Year,Yes,25468.0,160.0,83,0
Female,22,1,46.0,1,< 1 Year,No,25887.0,152.0,71,0
Female,22,1,3.0,1,< 1 Year,No,24856.0,152.0,296,0
Female,24,1,32.0,1,< 1 Year,No,34033.0,152.0,132,0
Female,39,1,28.0,1,1-2 Year,No,23690.0,60.0,10,0
Female,22,1,40.0,0,< 1 Year,Yes,43017.0,152.0,47,0
Female,23,1,6.0,1,< 1 Year,No,22353.0,152.0,197,0
Male,47,1,28.0,0,1-2 Year,Yes,36539.0,25.0,154,0
Female,24,1,47.0,1,< 1 Year,No,35793.0,152.0,11,0
Female,38,1,15.0,0,1-2 Year,Yes,44062.0,124.0,236,0
Male,21,1,7.0,0,< 1 Year,Yes,64388.0,160.0,17,0
Female,21,1,11.0,1,< 1 Year,No,21795.0,160.0,17,0
Male,26,1,30.0,1,< 1 Year,No,35429.0,152.0,70,0
Female,28,1,50.0,1,< 1 Year,No,32615.0,152.0,160,0
Male,72,1,41.0,1,1-2 Year,No,37983.0,122.0,112,0
Male,54,1,28.0,0,1-2 Year,Yes,39180.0,26.0,286,0
Male,52,1,8.0,1,1-2 Year,No,39920.0,124.0,192,0
Female,24,1,6.0,1,< 1 Year,No,37492.0,152.0,183,0
Male,54,1,8.0,0,1-2 Year,Yes,29185.0,124.0,212,0
Female,59,1,28.0,0,> 2 Years,Yes,52031.0,26.0,257,0
Male,30,1,3.0,0,1-2 Year,Yes,28217.0,154.0,99,0
Male,28,1,15.0,1,< 1 Year,No,27350.0,152.0,260,0
Female,23,1,34.0,0,< 1 Year,No,38769.0,26.0,298,0
Male,55,1,28.0,0,1-2 Year,Yes,30152.0,26.0,288,0
Male,26,1,28.0,1,< 1 Year,No,33882.0,152.0,129,0
Female,60,1,12.0,1,1-2 Year,No,38586.0,26.0,55,0
Male,64,1,7.0,0,1-2 Year,Yes,2630.0,124.0,118,0
Female,21,1,46.0,1,< 1 Year,No,40122.0,152.0,212,0
Male,58,1,8.0,1,1-2 Year,No,56185.0,7.0,181,0
Male,20,1,37.0,1,1-2 Year,Yes,2630.0,157.0,95,0
Male,25,1,30.0,1,< 1 Year,No,26888.0,152.0,161,0
Female,26,1,13.0,0,< 1 Year,Yes,22588.0,152.0,98,0
Female,46,1,28.0,0,1-2 Year,No,37052.0,26.0,97,0
Male,21,1,32.0,0,< 1 Year,Yes,31332.0,152.0,52,0
Female,21,1,8.0,0,< 1 Year,Yes,2630.0,152.0,187,0
Female,28,1,44.0,1,< 1 Year,No,28521.0,152.0,52,0
Male,22,1,25.0,0,< 1 Year,Yes,25048.0,152.0,109,0
Male,39,1,15.0,0,1-2 Year,Yes,2630.0,156.0,54,0
Female,66,1,50.0,1,1-2 Year,No,34288.0,124.0,41,0
Male,57,1,28.0,0,1-2 Year,Yes,41743.0,26.0,131,0
Female,45,1,8.0,0,1-2 Year,Yes,42685.0,26.0,160,0
Female,76,1,28.0,1,1-2 Year,No,38843.0,26.0,162,0
Female,53,1,28.0,1,1-2 Year,No,2630.0,26.0,166,0
Female,21,1,8.0,0,< 1 Year,Yes,29874.0,152.0,224,0
Female,44,1,3.0,0,1-2 Year,Yes,31592.0,124.0,109,0
Female,22,1,36.0,0,< 1 Year,Yes,84223.0,152.0,237,0
Female,52,1,28.0,1,1-2 Year,No,2630.0,156.0,153,0
Male,21,1,39.0,0,1-2 Year,Yes,33835.0,124.0,295,0
Male,43,1,13.0,0,1-2 Year,Yes,28352.0,124.0,107,0
Female,54,1,28.0,0,1-2 Year,Yes,32992.0,122.0,249,0
Male,34,1,46.0,0,1-2 Year,Yes,27472.0,124.0,55,0
Female,33,1,3.0,1,< 1 Year,No,28320.0,152.0,265,0
Male,56,1,40.0,0,1-2 Year,Yes,23873.0,124.0,218,0
Male,49,1,17.0,0,1-2 Year,No,2630.0,26.0,62,0
Female,62,1,8.0,0,1-2 Year,No,2630.0,26.0,33,0
Female,27,1,32.0,1,< 1 Year,No,22609.0,152.0,279,0
Female,23,1,18.0,1,< 1 Year,No,33675.0,152.0,226,0
Male,64,1,14.0,1,1-2 Year,No,68502.0,26.0,148,0
Female,35,1,47.0,1,1-2 Year,No,43476.0,152.0,193,0
Female,27,1,28.0,1,< 1 Year,No,49025.0,152.0,152,0
Female,62,1,46.0,1,1-2 Year,No,33855.0,155.0,245,0
Male,25,1,48.0,0,< 1 Year,Yes,2630.0,156.0,283,0
Female,24,1,28.0,1,< 1 Year,No,55106.0,152.0,105,0
Male,24,1,28.0,0,1-2 Year,Yes,28358.0,26.0,207,0
Male,28,1,11.0,1,< 1 Year,No,33203.0,152.0,140,0
Female,36,1,46.0,1,1-2 Year,No,36209.0,152.0,187,0
Male,37,1,15.0,0,1-2 Year,Yes,35104.0,26.0,16,0
Female,53,1,28.0,1,1-2 Year,No,52261.0,26.0,191,0
Male,45,1,24.0,0,1-2 Year,Yes,29333.0,122.0,29,0
Male,49,1,28.0,1,1-2 Year,No,25854.0,13.0,176,0
Female,61,1,18.0,1,1-2 Year,No,23371.0,26.0,26,0
Male,21,1,50.0,0,< 1 Year,No,27604.0,160.0,88,0
Female,24,1,8.0,0,< 1 Year,Yes,40675.0,152.0,135,0
Female,25,1,46.0,0,< 1 Year,No,29764.0,152.0,45,0
Male,21,1,13.0,1,< 1 Year,No,32603.0,160.0,90,0
Male,20,1,28.0,1,< 1 Year,No,2630.0,160.0,292,0
Male,53,1,24.0,0,1-2 Year,Yes,31005.0,124.0,277,0
Female,29,1,34.0,0,< 1 Year,No,42842.0,152.0,40,0
Female,39,1,35.0,1,1-2 Year,No,32448.0,124.0,204,0
Male,24,1,47.0,1,< 1 Year,No,35296.0,152.0,70,0
Female,42,1,28.0,1,1-2 Year,No,41475.0,124.0,49,0
Male,54,1,39.0,0,1-2 Year,Yes,29314.0,26.0,113,0
Male,23,1,8.0,1,< 1 Year,No,30737.0,152.0,61,0
Male,49,1,41.0,0,> 2 Years,Yes,36072.0,26.0,19,0
Female,21,1,6.0,0,< 1 Year,Yes,27789.0,152.0,134,0
Male,70,1,31.0,0,1-2 Year,Yes,2630.0,26.0,200,0
Female,59,1,3.0,1,1-2 Year,No,2630.0,152.0,142,0
Male,51,1,15.0,1,1-2 Year,No,39552.0,14.0,84,0
Female,21,1,8.0,0,< 1 Year,Yes,28131.0,160.0,230,0
Female,26,1,28.0,1,< 1 Year,No,41306.0,152.0,134,0
Female,40,1,28.0,0,1-2 Year,Yes,36846.0,26.0,173,0
Female,22,1,28.0,1,< 1 Year,No,54720.0,152.0,284,0
Male,24,1,15.0,0,< 1 Year,No,2630.0,152.0,42,0
Female,50,1,28.0,0,1-2 Year,Yes,44654.0,122.0,276,0
Male,22,1,33.0,1,< 1 Year,No,30632.0,152.0,46,0
Female,42,1,0.0,0,1-2 Year,No,2630.0,26.0,17,0
Male,50,1,28.0,0,1-2 Year,Yes,2630.0,125.0,52,0
Male,57,1,8.0,1,1-2 Year,Yes,50714.0,25.0,292,0
Female,45,1,0.0,1,1-2 Year,No,2630.0,122.0,245,0
Female,26,1,30.0,1,< 1 Year,No,27271.0,152.0,166,0
Female,58,1,28.0,1,1-2 Year,No,2630.0,26.0,120,0
Male,29,1,15.0,1,< 1 Year,No,2630.0,160.0,106,0
Male,45,1,28.0,0,1-2 Year,Yes,54916.0,154.0,38,0
Female,30,1,31.0,0,< 1 Year,Yes,2630.0,152.0,278,0
Male,28,1,41.0,1,< 1 Year,No,2630.0,152.0,24,0
Male,44,1,3.0,0,1-2 Year,Yes,26457.0,124.0,207,0
Male,67,1,28.0,1,1-2 Year,No,31011.0,122.0,63,0
Female,27,1,11.0,1,< 1 Year,No,28162.0,152.0,154,0
Male,47,1,21.0,1,1-2 Year,No,2630.0,124.0,29,0
Female,46,1,28.0,1,1-2 Year,No,29988.0,52.0,238,0
Female,41,0,28.0,0,1-2 Year,Yes,38327.0,124.0,169,0
Female,40,1,33.0,1,1-2 Year,No,28407.0,124.0,228,0
Female,60,1,28.0,0,1-2 Year,Yes,2630.0,26.0,63,0
Female,31,1,18.0,1,< 1 Year,No,27912.0,152.0,137,0
Male,31,1,27.0,0,< 1 Year,Yes,2630.0,152.0,242,0
Female,26,1,49.0,1,< 1 Year,No,24531.0,152.0,46,0
Female,25,1,32.0,1,< 1 Year,No,28277.0,152.0,91,0
Female,28,1,28.0,0,< 1 Year,Yes,70920.0,152.0,150,0
Male,51,1,28.0,0,1-2 Year,Yes,40136.0,26.0,156,0
Female,38,1,28.0,1,1-2 Year,No,38487.0,152.0,90,0
Female,25,1,8.0,1,< 1 Year,No,32215.0,152.0,214,0
Male,25,1,15.0,1,< 1 Year,No,49587.0,152.0,139,0
Female,48,1,50.0,1,1-2 Year,No,37733.0,124.0,214,0
Male,58,1,50.0,0,1-2 Year,Yes,30648.0,65.0,161,0
Female,26,1,33.0,1,< 1 Year,No,34582.0,152.0,115,0
Male,53,1,8.0,0,1-2 Year,Yes,52878.0,26.0,259,0
Male,49,1,35.0,0,1-2 Year,Yes,30783.0,156.0,228,0
Male,23,1,29.0,1,< 1 Year,No,25892.0,152.0,111,0
Female,56,1,43.0,0,1-2 Year,Yes,2630.0,124.0,169,0
Female,30,1,41.0,1,< 1 Year,No,37442.0,152.0,154,0
Male,25,1,28.0,1,1-2 Year,No,23383.0,124.0,146,0
Female,26,1,29.0,1,< 1 Year,No,34561.0,152.0,169,0
Female,56,1,46.0,1,1-2 Year,No,30966.0,26.0,17,0
Male,36,1,28.0,0,1-2 Year,Yes,30279.0,156.0,143,0
Female,76,1,46.0,0,1-2 Year,Yes,23701.0,124.0,21,0
Female,49,1,1.0,0,1-2 Year,Yes,2630.0,156.0,87,0
Female,27,1,8.0,0,< 1 Year,Yes,46665.0,152.0,113,0
Female,71,1,28.0,0,1-2 Year,No,41932.0,26.0,204,0
Male,60,1,28.0,1,1-2 Year,No,2630.0,26.0,139,0
Female,38,1,49.0,0,1-2 Year,Yes,21553.0,152.0,234,0
Male,45,1,28.0,0,1-2 Year,Yes,37357.0,124.0,100,0
Male,64,1,15.0,0,1-2 Year,Yes,30135.0,26.0,116,0
Male,28,1,30.0,1,< 1 Year,No,25951.0,152.0,266,0
Male,28,1,28.0,1,< 1 Year,No,92381.0,151.0,291,0
Female,38,1,9.0,1,1-2 Year,No,29777.0,152.0,96,0
Female,44,1,28.0,0,1-2 Year,No,46027.0,26.0,107,0
Female,22,1,45.0,1,< 1 Year,No,27847.0,152.0,20,0
Male,27,1,32.0,1,< 1 Year,No,2630.0,152.0,273,0
Female,24,1,8.0,1,< 1 Year,No,27817.0,152.0,197,0
Male,50,1,41.0,1,1-2 Year,No,31045.0,12.0,63,0
Male,49,1,28.0,0,1-2 Year,Yes,25793.0,26.0,173,0
Female,23,1,32.0,1,< 1 Year,No,25777.0,152.0,280,0
Female,21,1,3.0,0,< 1 Year,Yes,22165.0,160.0,142,0
Female,49,1,39.0,0,1-2 Year,Yes,70399.0,154.0,45,0
Female,23,1,18.0,0,> 2 Years,Yes,40789.0,124.0,44,0
Male,47,1,28.0,0,1-2 Year,Yes,41462.0,124.0,277,0
Female,57,1,46.0,0,1-2 Year,Yes,25544.0,11.0,298,0
Female,21,1,11.0,1,< 1 Year,No,29225.0,152.0,249,0
Male,23,1,3.0,1,< 1 Year,No,49751.0,152.0,41,0
Female,25,1,6.0,1,< 1 Year,No,24588.0,152.0,46,0
Female,23,1,30.0,0,< 1 Year,Yes,24217.0,152.0,275,0
Female,22,1,21.0,1,< 1 Year,No,19481.0,152.0,263,0
Female,39,1,41.0,1,1-2 Year,No,31200.0,12.0,191,0
Male,72,1,11.0,1,1-2 Year,No,2630.0,26.0,282,0
Female,21,1,21.0,1,< 1 Year,No,42132.0,152.0,132,0
Male,36,1,28.0,0,1-2 Year,Yes,57047.0,122.0,91,0
Male,80,1,28.0,0,1-2 Year,Yes,36988.0,26.0,204,0
Male,36,1,41.0,0,1-2 Year,No,71392.0,26.0,27,0
Male,33,1,28.0,0,1-2 Year,Yes,41485.0,154.0,254,0
Male,28,1,41.0,1,< 1 Year,No,27466.0,152.0,243,0
Male,24,1,13.0,0,< 1 Year,Yes,21643.0,26.0,187,0
Female,25,1,29.0,0,< 1 Year,Yes,46718.0,152.0,183,0
Male,36,1,7.0,0,1-2 Year,Yes,45419.0,157.0,283,0
Male,42,1,13.0,0,1-2 Year,Yes,24035.0,163.0,88,0
Female,26,1,30.0,1,< 1 Year,No,2630.0,152.0,51,0
Male,70,1,14.0,0,1-2 Year,Yes,32042.0,156.0,105,0
Female,26,1,41.0,1,< 1 Year,No,37787.0,152.0,233,0
Female,28,1,15.0,1,< 1 Year,No,35964.0,152.0,130,0
Male,28,1,28.0,0,< 1 Year,Yes,48134.0,156.0,145,0
Male,21,1,33.0,1,< 1 Year,No,26043.0,152.0,13,0
Female,62,1,28.0,0,1-2 Year,Yes,51372.0,26.0,256,0
Male,22,1,5.0,0,< 1 Year,Yes,22586.0,152.0,179,0
Female,24,1,3.0,1,< 1 Year,No,22635.0,152.0,175,0
Female,21,1,4.0,1,< 1 Year,No,2630.0,160.0,49,0
Male,37,1,28.0,1,1-2 Year,No,22998.0,124.0,145,0
Male,50,1,50.0,1,1-2 Year,No,43045.0,8.0,165,0
Female,25,1,45.0,0,< 1 Year,Yes,32398.0,152.0,172,0
Male,38,1,46.0,0,1-2 Year,Yes,29421.0,11.0,267,0
Female,23,1,40.0,1,< 1 Year,No,28905.0,152.0,74,0
Male,25,1,11.0,1,< 1 Year,No,25698.0,152.0,92,0
Female,40,1,18.0,1,1-2 Year,No,2630.0,131.0,91,0
Male,28,1,21.0,1,< 1 Year,No,47271.0,152.0,84,0
Male,24,1,28.0,1,< 1 Year,No,42610.0,152.0,266,0
Male,48,1,46.0,1,1-2 Year,No,23906.0,26.0,274,0
Male,38,1,28.0,0,1-2 Year,Yes,47917.0,124.0,75,0
Male,31,1,14.0,1,< 1 Year,No,38871.0,152.0,175,0
Female,38,1,28.0,1,1-2 Year,No,42960.0,29.0,66,0
Male,29,1,11.0,1,< 1 Year,No,29446.0,152.0,243,0
Female,22,1,28.0,0,< 1 Year,Yes,69105.0,152.0,254,0
Male,40,1,8.0,1,1-2 Year,No,31839.0,152.0,165,0
Male,28,1,8.0,0,< 1 Year,Yes,38263.0,152.0,128,0
Male,25,1,11.0,1,< 1 Year,No,25358.0,152.0,199,0
Male,54,1,10.0,1,1-2 Year,No,29148.0,26.0,156,0
Female,69,1,14.0,0,1-2 Year,No,53337.0,26.0,108,0
Male,21,1,28.0,0,< 1 Year,No,45333.0,156.0,163,0
Male,62,1,39.0,0,< 1 Year,No,2630.0,1.0,277,0
Male,69,1,28.0,0,> 2 Years,Yes,2630.0,124.0,49,0
Male,46,1,28.0,1,1-2 Year,No,42933.0,26.0,48,0
Female,21,1,41.0,1,< 1 Year,No,36222.0,152.0,294,0
Male,29,1,46.0,0,< 1 Year,Yes,31223.0,152.0,245,0
Male,25,1,8.0,1,< 1 Year,No,37919.0,152.0,64,0
Male,23,1,12.0,1,< 1 Year,No,24626.0,152.0,19,0
Male,26,1,29.0,1,< 1 Year,No,25688.0,152.0,231,0
Male,26,1,28.0,1,< 1 Year,No,52725.0,152.0,37,0
Female,24,1,13.0,1,< 1 Year,No,20870.0,152.0,247,0
Male,71,1,46.0,1,1-2 Year,No,35279.0,11.0,88,0
Male,26,1,25.0,1,< 1 Year,No,2630.0,152.0,39,0
Male,43,1,30.0,1,1-2 Year,No,22915.0,152.0,268,0
Female,78,1,8.0,1,1-2 Year,Yes,136156.0,124.0,241,0
Female,38,1,47.0,0,1-2 Year,Yes,22101.0,124.0,279,0
Female,52,1,36.0,1,1-2 Year,No,2630.0,124.0,19,0
Male,48,1,46.0,1,1-2 Year,No,31028.0,124.0,208,0
Male,42,1,46.0,1,1-2 Year,No,33074.0,30.0,186,0
Male,37,1,41.0,1,1-2 Year,No,35003.0,152.0,220,0
Male,28,1,32.0,0,< 1 Year,Yes,30441.0,152.0,37,0
Male,50,1,11.0,1,1-2 Year,No,2630.0,124.0,130,0
Male,73,1,28.0,1,1-2 Year,No,32221.0,124.0,132,0
Female,29,1,18.0,1,1-2 Year,No,2630.0,124.0,23,0
Male,59,1,28.0,0,1-2 Year,Yes,49602.0,124.0,229,0
Male,23,1,7.0,1,< 1 Year,No,2630.0,152.0,239,0
Male,23,1,10.0,1,< 1 Year,No,28398.0,152.0,183,0
Female,21,1,5.0,1,< 1 Year,Yes,2630.0,157.0,98,0
Male,51,1,8.0,1,1-2 Year,No,27505.0,29.0,38,0
Female,44,1,28.0,1,1-2 Year,No,25223.0,122.0,285,0
Male,24,1,35.0,1,< 1 Year,No,41837.0,152.0,109,0
Male,42,1,28.0,1,1-2 Year,No,52401.0,124.0,110,0
Female,53,1,48.0,0,1-2 Year,Yes,2630.0,124.0,53,0
Female,21,1,8.0,0,< 1 Year,Yes,40526.0,160.0,287,0
Female,52,1,48.0,0,1-2 Year,Yes,2630.0,26.0,284,0
Female,24,1,36.0,0,< 1 Year,No,34765.0,152.0,156,0
Female,26,1,46.0,1,< 1 Year,No,39507.0,152.0,237,0
Female,23,1,6.0,1,< 1 Year,No,22410.0,152.0,174,0
Male,59,1,28.0,1,1-2 Year,No,62403.0,26.0,280,0
Female,22,1,1.0,0,< 1 Year,Yes,2630.0,156.0,234,0
Female,20,1,9.0,0,< 1 Year,Yes,24047.0,160.0,153,0
Male,36,1,28.0,0,1-2 Year,Yes,43101.0,124.0,219,0
Female,25,1,35.0,1,< 1 Year,No,23522.0,152.0,53,0
Female,23,1,28.0,1,< 1 Year,No,62611.0,152.0,53,0
Male,22,1,41.0,1,< 1 Year,No,2630.0,154.0,59,0
Male,25,1,28.0,1,< 1 Year,No,49644.0,152.0,103,0
Female,39,1,15.0,0,1-2 Year,No,38168.0,14.0,70,0
Male,42,1,34.0,0,1-2 Year,Yes,37810.0,26.0,218,0
Male,63,1,16.0,1,1-2 Year,No,23900.0,26.0,42,0
Female,23,1,8.0,1,< 1 Year,No,33876.0,160.0,62,0
Male,38,1,28.0,1,1-2 Year,No,31911.0,124.0,141,0
Female,24,1,8.0,0,< 1 Year,No,37244.0,152.0,279,0
Male,24,1,30.0,1,< 1 Year,No,29113.0,152.0,194,0
Female,22,1,12.0,1,< 1 Year,No,25946.0,152.0,20,0
Female,38,1,28.0,1,1-2 Year,No,29328.0,25.0,145,0
Male,48,1,28.0,0,1-2 Year,Yes,2630.0,26.0,267,0
Male,22,1,8.0,1,< 1 Year,No,34966.0,160.0,93,0
Female,30,1,46.0,1,< 1 Year,No,30464.0,26.0,51,0
Male,53,1,47.0,1,1-2 Year,No,21548.0,16.0,223,0
Male,26,1,6.0,1,< 1 Year,No,2630.0,152.0,38,0
Male,44,1,8.0,0,1-2 Year,Yes,2630.0,157.0,223,0
Male,68,1,10.0,1,1-2 Year,No,37039.0,124.0,187,0
Male,20,1,2.0,0,< 1 Year,Yes,27527.0,160.0,78,0
Female,26,1,28.0,1,< 1 Year,No,63714.0,152.0,216,0
Male,43,1,28.0,0,1-2 Year,Yes,45728.0,156.0,24,0
Female,21,1,29.0,1,< 1 Year,No,58419.0,152.0,150,0
Male,22,1,15.0,1,< 1 Year,No,40224.0,152.0,148,0
Male,48,1,19.0,1,1-2 Year,No,39472.0,124.0,146,0
Male,47,1,28.0,1,1-2 Year,No,61687.0,26.0,287,0
Female,54,1,28.0,1,1-2 Year,No,42864.0,124.0,268,0
Male,45,1,1.0,0,> 2 Years,Yes,2630.0,124.0,73,0
Male,22,1,12.0,0,< 1 Year,Yes,2630.0,152.0,256,0
Female,23,1,14.0,1,< 1 Year,No,47478.0,152.0,102,0
Male,45,1,28.0,0,1-2 Year,Yes,25087.0,124.0,201,0
Female,52,1,8.0,0,1-2 Year,Yes,26553.0,152.0,246,0
Male,23,1,13.0,0,< 1 Year,Yes,29997.0,160.0,69,0
Male,24,1,41.0,1,< 1 Year,No,29157.0,152.0,210,0
Female,23,1,8.0,1,< 1 Year,No,21834.0,152.0,64,0
Female,28,1,43.0,1,< 1 Year,No,21583.0,152.0,109,0
Female,64,1,28.0,0,> 2 Years,Yes,2630.0,158.0,260,0
Female,28,1,28.0,0,1-2 Year,No,24587.0,124.0,139,0
Female,30,1,35.0,0,< 1 Year,Yes,34218.0,152.0,107,0
Male,50,1,48.0,1,1-2 Year,No,2630.0,124.0,212,0
Female,21,1,30.0,1,< 1 Year,No,25047.0,152.0,254,0
Male,32,1,33.0,1,< 1 Year,No,25998.0,152.0,216,0
Male,27,1,28.0,1,< 1 Year,Yes,46280.0,152.0,130,0
Female,35,1,46.0,1,1-2 Year,No,27585.0,122.0,221,0
Male,24,1,10.0,1,< 1 Year,No,24377.0,152.0,49,0
Male,41,1,28.0,0,1-2 Year,Yes,42275.0,124.0,183,0
Female,31,1,11.0,1,1-2 Year,No,31724.0,124.0,89,0
Female,33,1,47.0,0,< 1 Year,Yes,34725.0,124.0,248,0
Male,23,1,28.0,0,1-2 Year,Yes,2630.0,157.0,262,0
Male,47,1,41.0,0,1-2 Year,Yes,30109.0,124.0,86,0
Female,22,1,13.0,1,< 1 Year,Yes,18670.0,152.0,229,0
Female,22,1,37.0,0,< 1 Year,No,36403.0,152.0,191,0
Female,43,1,28.0,1,1-2 Year,No,2630.0,26.0,162,0
Male,47,1,41.0,1,1-2 Year,No,36645.0,26.0,40,0
Female,49,1,8.0,1,1-2 Year,No,40239.0,124.0,15,0
Male,28,1,3.0,1,< 1 Year,No,2630.0,152.0,166,0
Male,32,1,2.0,0,1-2 Year,Yes,2630.0,156.0,27,0
Female,49,1,51.0,0,1-2 Year,Yes,2630.0,124.0,69,0
Male,74,1,28.0,0,1-2 Year,Yes,29653.0,26.0,241,0
Male,27,1,28.0,1,< 1 Year,No,79466.0,152.0,74,0
Male,24,1,43.0,1,< 1 Year,No,30653.0,152.0,28,0
Male,77,1,28.0,0,1-2 Year,Yes,53468.0,147.0,36,0
Female,51,1,26.0,0,1-2 Year,Yes,41694.0,22.0,55,0
Female,29,1,45.0,1,< 1 Year,No,22995.0,160.0,232,0
Male,63,1,28.0,1,1-2 Year,No,80362.0,122.0,228,0
Male,21,1,11.0,1,< 1 Year,No,20334.0,152.0,272,0
Female,31,1,15.0,0,< 1 Year,No,29552.0,152.0,291,0
Female,25,1,50.0,1,< 1 Year,No,20467.0,160.0,202,0
Female,58,1,13.0,0,1-2 Year,Yes,28771.0,26.0,76,0
Female,57,1,33.0,1,1-2 Year,No,33742.0,26.0,80,0
Female,26,1,6.0,1,< 1 Year,No,22293.0,152.0,281,0
Male,56,1,41.0,0,1-2 Year,Yes,36638.0,26.0,234,0
Male,25,1,28.0,1,< 1 Year,No,67589.0,152.0,247,0
Male,21,1,11.0,1,< 1 Year,No,28364.0,152.0,273,0
Female,32,1,21.0,1,< 1 Year,No,31213.0,152.0,41,0
Male,25,1,50.0,0,< 1 Year,No,2630.0,160.0,98,0
Female,23,1,28.0,0,< 1 Year,Yes,32174.0,152.0,113,0
Male,78,1,12.0,1,1-2 Year,No,31486.0,124.0,70,0
Male,26,1,10.0,0,< 1 Year,No,2630.0,152.0,194,0
Male,26,1,3.0,1,< 1 Year,No,32339.0,152.0,261,0
Female,25,1,9.0,0,< 1 Year,Yes,35692.0,152.0,90,0
Female,27,1,40.0,0,< 1 Year,No,26250.0,152.0,79,0
Female,39,1,12.0,0,1-2 Year,Yes,25386.0,124.0,48,0
Male,61,1,28.0,1,1-2 Year,No,24056.0,29.0,99,0
Female,54,1,12.0,0,1-2 Year,Yes,2630.0,157.0,204,0
Female,23,1,3.0,1,< 1 Year,No,27256.0,152.0,126,0
Male,21,1,35.0,1,< 1 Year,No,27614.0,152.0,255,0
Male,53,1,17.0,0,1-2 Year,No,2630.0,124.0,98,0
Female,24,1,28.0,0,1-2 Year,Yes,33602.0,124.0,119,0
Female,22,1,2.0,1,< 1 Year,No,26164.0,152.0,13,0
